ID,VO_STR,RXN
VO_0002107,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.28),
VO_0005436,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent booster, preservative free, 30 mcg/0.3 mL dose, tris-sucrose formulation",
VO_0003328,pneumococcal capsular polysaccharide type 3 vaccine 0.05 MG/ML,854959
VO_0004621,vNDV-H5,
VO_0003992,INFANRIX vaccine 0.5 ML Injection,1300386
VO_0005196,VXA-CoV2-1,
VO_0001953,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B5.20),
VO_0000732,Diphtheria-Tetanus vaccine,
VO_0001936,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin (USDA: 4479.00),
VO_0004870,Menomune A/C/Y/W-135 Injectable Product,1183840
VO_0000627,H. influenzae Type b capsular polysaccharide vaccine,
VO_0003935,GARDASIL 0.5 ML Injection,798274
VO_0006067,SARS-COV-2 (COVID-19) vaccine UNSPECIFIED,
VO_0011411,Hepatitis B virus DNA vaccine encoding HBVgp2 pre-S1/pre-S2/S,
VO_0003919,FLUAD 2015-2016 vaccine 0.5 ML Prefilled Syringe,1724012
VO_0001537,Mink Distemper Modified Live Virus Vaccine (USDA: 1451.01),
VO_0002514,Plasmodium yoelii vaccine,
VO_0001765,Rabies Live Canarypox Vector Vaccine (USDA: 1901.R1),
VO_0002952,Classical swine fever virus E(rns) mutant vaccine,
VO_0011538,B. pseudomallei DNA vaccine encoding Flagellin Protein,
VO_0002400,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract,
VO_0001885,Bovine Rhinotracheitis-Parainfluenza 3 Killed Virus Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin (USDA: 4265.00),
VO_0007318,Autologous Tumor Cell Proteoliposome Chronic Lymphocytic Leukemia Vaccine,
VO_0001231,Leishmania major vaccine,
VO_0001802,"Porcine Reproductive & Respiratory Syndrome Reproductive Form, Modified Live Virus Vaccine (USDA: 19Q1.20)",
VO_0001644,Bursal Disease Live Virus Vaccine (USDA: 1271.16),
VO_0005200,COVID-19 recombinant adenoviral vector vaccine,
VO_0004495,IHNV DNA vaccine pIHN-G encoding glycoproteins,
VO_0004480,B. anthracis DNA vaccine pCPA,
VO_0003758,Flulaval Quadrivalent 2016-2017 Injectable Product,1799105
VO_0004522,Herpes Simplex Virus 2 DNA Vaccine encoding gD,
VO_0007612,HCA587 protein vaccine,
VO_0007229,Allogeneic Melanoma Vaccine AGI-101H,
VO_0007531,Murine TYRP2 Plasmid DNA Vaccine,
VO_0005437,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 30 mcg/0.3mL dose",
VO_0003329,pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML,854961
VO_0004623,rDEV-re6 (H5),
VO_0003994,INFANRIX vaccine 0.5 ML Prefilled Syringe,1300384
VO_0005227,BBV154,
VO_0001954,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B6.20),
VO_0000943,Diphtheria-Tetanus-Poliovirus vaccine,
VO_0001937,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4509.00),
VO_0004882,meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML [Menomune A/C/Y/W-135],568054
VO_0003185,HIB Polysaccharide foreign to USA,
VO_0003937,GARDASIL 0.5 ML Prefilled Syringe,798278
VO_0006068,SARS-COV-2 COVID-19 mRNA bivalent original/Omicron BA.1 Non-US Vaccine (Spikevax Bivalent) Moderna,
VO_0003923,Fluad 2016-2017 vaccine 0.5 ML Prefilled Syringe,1801082
VO_0001538,Mink Distemper Modified Live Virus Vaccine (USDA: 1451.20),
VO_0000740,P. falciparum vaccine Combination B,
VO_0001766,Rabies Live Canarypox Vector Vaccine (USDA: 1901.R6),
VO_0003494,Spirochaetes vaccine,
VO_0002953,Classical swine fever virus E1 mutant vaccine,
VO_0000032,DNA vaccine,
VO_0007458,Human Myeloid Progenitor Cells CLT-008 vaccine,
VO_0004624,FPV-LT vaccine,
VO_0001804,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.21)",
VO_0001645,Bursal Disease Live Virus Vaccine (USDA: 1271.17),
VO_0005079,AV-COVID-19,
VO_0011398,IHNV DNA vaccine pIHNw-G,
VO_0004481,B. anthracis DNA vaccine PA83 furin,
VO_0003759,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2016-2017],1799103
VO_0004523,Herpes Simplex Virus 2 DNA Vaccine encoding gD with CD40L,
VO_0007615,Hsp70 chaperone-based gel composition vaccine,
VO_0007239,Alpha-type-1 Polarized Dendritic Cell Vaccine,
VO_0007574,Alpha Fetoprotein Plasmid DNA Vaccine,
VO_0005144,Ad5-nCoV,
VO_0003571,pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML,854967
VO_0004633,rHVT-H5,
VO_0003783,FLUCELVAX 2015-2016 vaccine 0.5 ML Prefilled Syringe,1657144
VO_0005228,ChAdV68-S,
VO_0001955,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B6.21),
VO_0000742,Diphtheria-Tetanus-Pertussis-Poliovirus vaccine,
VO_0015029,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax],1292459
VO_0003838,PEDIARIX Injectable Product,1178815
VO_0002372,Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Vaccine,
VO_0003186,Hepatitis B vaccine foreign to USA,
VO_0003828,HAVRIX pediatric/adolescent vaccine 720 UNT in 0.5 ML Injection,1658066
VO_0006070,SARS-COV-2 COVID-19 Non-US Vaccine Specific Product Unknown,
VO_0003927,Fluad 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928965
VO_0001509,Feline calicivirus vaccine,
VO_0004194,P. chabaudi AMA1 Protein Vaccine,
VO_0001767,Rabies Live Vaccinia Vector Vaccine (USDA: 1901.R0),
VO_0002344,Bovine Rhinotracheitis-Respiratory Syncytial Virus Vaccine,
VO_0002954,Classical swine fever virus E2 mutant vaccine,
VO_0003518,Borreliella vaccine,
VO_0000747,DNA and MVA encoding ME-TRAP,
VO_0007459,Leukemic Apoptotic Corpse-Pulsed Autologous Dendritic Cells Vaccine,
VO_0012166,Rift Valley Fever virus vaccine,
VO_0001807,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.22),
VO_0001646,Bursal Disease Live Virus Vaccine (USDA: 1271.18),
VO_0005087,DelNS1-2019-nCoV-RBD-OPT1,
VO_0006078,Tick-borne encephalitis vaccine (non-US),
VO_0004543,B. anthracis DNA Vaccine expressing PA,
VO_0003764,FluLaval Quadrivalent 2015-2016 Injectable Product,1657338
VO_0004578,HSV 2 DNA vaccine pVAX-HSV-2gD-HSP70,
VO_0001012,classical swine fever virus vaccine,
VO_0007630,KSA-KLH Conjugate Vaccine,
VO_0007241,ALVAC-B7-CEA Vaccine,
VO_0007590,Biolistic DNA vaccine,
VO_0005158,Oxford-AstraZeneca COVID-19 vaccine,
VO_0003309,pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML,854957
VO_0004634,rHVT-H5 (clade 2.2 H5N1 HPAIV),
VO_0003697,FLUARIX QUADRIVALENT 2015-2016 vaccine 0.5 ML Prefilled Syringe,1657236
VO_0005254,SC-Ad6-1,
VO_0001956,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C5.20),
VO_0003085,Adacel-Polio,
VO_0003283,0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax],1292435
VO_0003671,PedvaxHIB Injectable Product,1184551
VO_0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,
VO_0003187,Diphtheria-Tetanus-Poliovirus vaccine foreign to USA,
VO_0003829,HAVRIX adult vaccine 1440 UNT in 1 ML Injection,1658060
VO_0001971,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1187.25),
VO_0003931,Fluad 2018-2019 vaccine 0.5 ML Prefilled Syringe,2050763
VO_0001541,Feline calicivirus Modified Live Virus Vaccine (USDA: 15C1.22),
VO_0004595,"P. knowlesi DNA vaccine encoding PkCSP, PkSSP2, PkAMA1, and PkMSP1p42",
VO_0001500,Equine arteritis virus vaccine,
VO_0001900,Bovine Rhinotracheitis-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 11B5.20),
VO_0004340,Classical swine fever virus DNA vaccine pCI-gp55,
VO_0002399,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine-Borrelia Burgdorferi Bacterin-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract,
VO_0000773,MSP3-LSP with aluminium hydroxide,
VO_0000561,toxoid vaccine,
VO_0007202,Adenovirus 5-Human Guanylyl Cyclase C-PADRE Vaccine,
VO_0004680,rNDV-ILTV-gD,
VO_0001808,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R2),
VO_0001647,Bursal Disease Live Virus Vaccine (USDA: 1271.19),
VO_0005090,IIBR-100,
VO_0006079,Tick-borne encephalitis vaccine inactivated preservative free 0.25mL dose,
VO_0004702,Typhi strain Ty21a-PA (Bacillus anthracis),
VO_0003765,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [FluLaval Quadrivalent 2015-2016],1657336
VO_0004598,GSK1437173A,
VO_0003061,Bovine viral diarrhea virus 2 vaccine,
VO_0007639,mCRT-vGPCR-coated whole-cell vaccine,
VO_0007254,Ankara (MVA) Vaccine,
VO_0007600,DNA Vaccine encoding p42.3,
VO_0005159,Ad26.COV2.S,
VO_0003311,pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML,854969
VO_0004636,rSPV-HA1 (Swine influenza virus H1N1),
VO_0003702,FLUARIX QUADRIVALENT 2016-2017 vaccine 0.5 ML Prefilled Syringe,1799123
VO_0005318,CVXGA1,
VO_0001957,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C7.20),
VO_0003088,Boostrix-Polio,
VO_0001939,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.00),
VO_0003672,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML [PedvaxHIB],798449
VO_0003188,Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b-Hepatitis B vaccine foreign to USA,
VO_0003831,"Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe",798482
VO_0001972,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.00),
VO_0003437,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,1658058
VO_0004897,coronavirus vaccine,
VO_0004791,rBCGMSP1-15,
VO_0001768,Equine Arteritis Modified Live Virus Vaccine (USDA: 1531.20),
VO_0002219,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Borrelia Burgdorferi Bacterin-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 46B9.21),
VO_0001901,Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine (USDA: 1155.20),
VO_0004514,DNA vaccine expressing the E2 protein,
VO_0000774,"P. falciparum RTS,S/AS02A",
VO_0007274,AUT-OV-ALVAC-hB7.1 Vaccine,
VO_0012169,Nipah virus vaccine,
VO_0001809,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R4),
VO_0001648,Bursal Disease Live Virus Vaccine (USDA: 1271.40),
VO_0005091,LV-SMENP-DC,
VO_0006080,Tick-borne encephalitis vaccine inactivated preservative free 0.5mL dose,
VO_0004715,rLAG- PA-DCpep,
VO_0003768,Flulaval Quadrivalent 2017-2018 Injectable Product,1928328
VO_0004710,rOka-gD2- HSV-2,
VO_0006016,hepatitis C vaccine,
VO_0007643,Modified Vaccinia Virus Ankara Vaccine Expressing p53,
VO_0007264,anti-idiotypic (anti-id) mAb MK2-23 + BCG,
VO_0007603,ESAT-6-gpi DNA vaccine combined with B16F10-ESAT-6-gpi/IL-21 vaccine,
VO_0005163,Sputnik V,
VO_0003332,pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML,854973
VO_0004650,BPZE1- FHA (H1N1/PR8 influenza A virus),
VO_0003707,Fluarix Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928307
VO_0005339,Ad5-triCoV/Mac,
VO_0001958,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44D5.20),
VO_0000664,Poliovirus vaccine,
VO_0000347,Brucella abortus bacA mutant,
VO_0001940,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.20),
VO_0003970,Pentacel Injectable Product,1184583
VO_0003191,Pneumococcal vaccine foreign to USA,
VO_0003832,"Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe",798479
VO_0001973,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.21),
VO_0004530,L. major DNA vaccine pcLACK + IL-22,
VO_0003943,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML",1301888
VO_0001504,Feline infectious peritonitis virus vaccine,
VO_0004799,SAd-ME.TRAP,
VO_0001803,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.20)",
VO_0001902,Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine (USDA: 1155.30),
VO_0002390,Canine Coronavirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract,
VO_0004524,Classical Swine Fever Virus DNA Vaccine pcDNA/E2 with TRIF,
VO_0000775,P. falciparum MSP1 from transgenic mice with Freund's adjuvant,
VO_0000186,RNA vaccine,
VO_0007558,MOv-PBL Vaccine,
VO_0004744,rFPV-ILTV,
VO_0001649,Bursal Disease Live Virus Vaccine (USDA: 1271.41),
VO_0005098,V591,
VO_0001505,Transmissible gastroenteritis virus vaccine,
VO_0006081,Tick-borne encephalitis vaccine unspecified,
VO_0000465,Staphylococcus aureus bacterin vaccine,
VO_0003769,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2017-2018],1928326
VO_0004723,pRP-RSV-HSV-1-gB,
VO_0000201,Porcilis-PCV2,
VO_0007651,RIPO(H3.3) vaccine,
VO_0007266,Anti-NY-ESO-1 Immunotherapeutic GSK-2241658A Vaccine,
VO_0011364,Cancer DNA Vaccine MIDGE/hNIS encoding hNIS protein,
VO_0003855,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML",807220
VO_0003312,pneumococcal capsular polysaccharide type 5 vaccine 0.05 MG/ML,854965
VO_0004653,AcHERV-sH1N1-HA,
VO_0003712,FLUARIX QUADRIVALENT 2018-2019 vaccine 0.5 ML Prefilled Syringe,2048966
VO_0005342,ChAd-triCoV/Mac,
VO_0001959,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D7.20),
VO_0000712,inactivated viral vaccine,
VO_0000386,attenuated Brucella abortus with deletion of znuA,
VO_0001941,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.21),
VO_0003971,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]",805376
VO_0000037,adenovirus vaccine,
VO_0003991,INFANRIX vaccine Injection,1657878
VO_0001974,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.30),
VO_0003942,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML",1301886
VO_0001544,Feline Infectious Peritonitis Modified Live Virus Vaccine (USDA: 15A1.20),
VO_0004800,NYVAC-CSP (malaria),
VO_0002419,canine parvovirus vaccine-leptospira canicola icterohaemorrhagiae bacterin,
VO_0001903,Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4145.20),
VO_0004700,rAdV-SFV-E2,
VO_0002389,Canine Coronavirus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract,
VO_0000777,P. falciparum FMP1/AS02A,
VO_0007559,Light-Emitting Oncolytic Vaccinia Virus GL-ONC1 Vaccine,
VO_0004756,HVT-ILT(FC-126 strain),
VO_0001811,Transmissible Gastroenteritis Modified Live Virus Vaccine (USDA: 1961.20),
VO_0001650,Bursal Disease Live Virus Vaccine (USDA: 1272.00),
VO_0005394,Synthetic MVA-based SARS-CoV-2 Vaccine COH04S1,
VO_0004533,IBDV DNA vaccine pCAGoptiVP2/rVP2,
VO_0000467,Staphylococcus aureus phage lysate vaccine,
VO_0003774,Flulaval Quadrivalent 2018-2019 Injectable Product,2048973
VO_0011405,Herpes simplex virus type 2 DNA vaccine encoding ICP27,
VO_0000203,Suvaxyn PCV2,
VO_0007652,alpha-GalCer-loaded tumor-cell vaccine,
VO_0007282,autologous dendritic cell vaccine (DCV),
VO_0011365,Cancer DNA Vaccine pSURV encoding Survivin,
VO_0003856,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML",1361664
VO_0003562,pneumococcal capsular polysaccharide type 9V vaccine 0.05 MG/ML,854975
VO_0004654,BV-H5/H7/H9,
VO_0003743,Afluria Quadrivalent 2016-2017 Formula 0.5 ML Prefilled Syringe,1858963
VO_0003849,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",807219
VO_0001960,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D7.22),
VO_0010718,Inactivated Poliomyelitis Vaccine - IPV,
VO_0000404,Brucella abortus RB51WboA,
VO_0001942,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.22),
VO_0003563,Pneumovax 23 Injectable Product,1182409
VO_0000096,"Adenovirus Type 4 and Type 7 Vaccine, Live, Oral",
VO_0003993,INFANRIX vaccine Prefilled Syringe,824539
VO_0004820,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine,798292
VO_0003272,0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection,1292432
VO_0000843,Feline leukemia virus vaccine,
VO_0005479,Plasmodium knowlesi vaccine,
VO_0002222,Canine Coronavirus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 46E5.21),
VO_0002240,Canine Parvovirus Modified Live Virus Vaccine-Leptospira Canicola Icterohaemorrhagiae Bacterin (USDA: 47B1.20),
VO_0001904,Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4145.21),
VO_0004768,rORFV-CSFV-E2,
VO_0000778,P. falciparum ABRA protein vaccine,
VO_0000195,conjugate vaccine,
VO_0007438,IL-12-expressing Mesenchymal Stem Cell Vaccine GX-051,
VO_0007009,Nelipepimut-S Plus GM-CSF Vaccine,
VO_0007547,LMP-2:419-427 Peptide Vaccine,
VO_0002260,"Encephalomyelitis-Rhinopneumonitis-Influenza Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 4847.24)",
VO_0000748,Papillomavirus vaccine,
VO_0001651,Bursal Disease Modified Live VirusVaccine (USDA: 1271.15),
VO_0006017,hepatitis E vaccine,
VO_0005184,COVID-19 aAPC vaccine,
VO_0000752,West Nile virus vaccine,
VO_0004534,IBDV DNA vaccine pCAGVP243-IL-18,
VO_0004388,Marburg virus recombinant vector vaccine CAdVax-Panfilo,
VO_0003775,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2018-2019],2048971
VO_0004619,rSPV-PCV2-cap,
VO_0011372,cancer Retroviral vector vaccine encoding Cd40lg,
VO_0007290,Autologous Dinitrophenyl Vaccine,
VO_0011406,Herpes simplex virus type 2 DNA vaccine encoding GB,
VO_0011367,Cancer DNA Vaccine encoding Endoglin Boosted with Recombinant Endoglin Protein,
VO_0015013,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",1300464
VO_0002797,Staphylococcus aureus aroA mutant vaccine,
VO_0003314,pneumococcal capsular polysaccharide type 10A vaccine 0.05 MG/ML,854933
VO_0004658,rDEV-us78HA,
VO_0003750,Afluria Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1942166
VO_0015014,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",798279
