RXCUI,STR,TTY
798244,0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Prefilled Syringe [Prevnar],SBD
798262,"L1 protein, human papillomavirus type 11 vaccine",IN
798263,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML",SCDC
798264,"L1 protein, human papillomavirus type 16 vaccine",IN
798265,"L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML",SCDC
798266,"L1 protein, human papillomavirus type 18 vaccine",IN
798267,"L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML",SCDC
798268,"L1 protein, human papillomavirus type 6 vaccine",IN
798269,"L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML",SCDC
798271,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Injection",SCD
798272,"L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML [Gardasil]",SBDC
798274,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Injection [Gardasil]",SBD
798275,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 6 vaccine Prefilled Syringe",SCDF
798276,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Prefilled Syringe",SCD
798277,"L1 protein, human papillomavirus type 11 vaccine / L1 protein, human papillomavirus type 16 vaccine / L1 protein, human papillomavirus type 18 vaccine / L1 protein, human papillomavirus type 6 vaccine Prefilled Syringe [Gardasil]",SBDF
798278,"0.5 ML L1 protein, human papillomavirus type 11 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 16 vaccine 0.08 MG/ML / L1 protein, human papillomavirus type 18 vaccine 0.04 MG/ML / L1 protein, human papillomavirus type 6 vaccine 0.04 MG/ML Prefilled Syringe [Gardasil]",SBD
798279,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",IN
798286,human-bovine reassortant rotavirus strain G1 vaccine,IN
798287,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML,SCDC
798288,human-bovine reassortant rotavirus strain G2 vaccine,IN
798289,human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML,SCDC
798290,human-bovine reassortant rotavirus strain G3 vaccine,IN
798291,human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML,SCDC
798292,human-bovine reassortant rotavirus strain G4 vaccine,IN
798293,human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML,SCDC
798294,human-bovine reassortant rotavirus strain P1A[8] vaccine,IN
798295,human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML,SCDC
798296,human-bovine reassortant rotavirus strain G1 vaccine / human-bovine reassortant rotavirus strain G2 vaccine / human-bovine reassortant rotavirus strain G3 vaccine / human-bovine reassortant rotavirus strain G4 vaccine / human-bovine reassortant rotavirus strain P1A[8] vaccine Oral Suspension,SCDF
798297,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension,SCD
798298,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML [RotaTeq],SBDC
798299,human-bovine reassortant rotavirus strain G1 vaccine / human-bovine reassortant rotavirus strain G2 vaccine / human-bovine reassortant rotavirus strain G3 vaccine / human-bovine reassortant rotavirus strain G4 vaccine / human-bovine reassortant rotavirus strain P1A[8] vaccine Oral Suspension [RotaTeq],SBDF
798300,human-bovine reassortant rotavirus strain G1 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G2 vaccine 1400000 UNT/ML / human-bovine reassortant rotavirus strain G3 vaccine 1100000 UNT/ML / human-bovine reassortant rotavirus strain G4 vaccine 1000000 UNT/ML / human-bovine reassortant rotavirus strain P1A[8] vaccine 1150000 UNT/ML Oral Suspension [RotaTeq],SBD
798302,"acellular pertussis vaccine, inactivated",IN
798304,"diphtheria toxoid vaccine, inactivated",IN
798305,"diphtheria toxoid vaccine, inactivated 13.4 UNT/ML",SCDC
798306,"tetanus toxoid vaccine, inactivated",IN
798307,"tetanus toxoid vaccine, inactivated 10 UNT/ML",SCDC
798308,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension",SCDF
798309,"acellular pertussis vaccine, inactivated 0.936 UNT/ML / diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",SCD
798311,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension [Tripedia]",SBDF
798361,hepatitis A vaccine (inactivated) strain HM175,IN
798362,hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML,SCDC
798363,hepatitis A vaccine (inactivated) strain HM175 Injectable Suspension,SCDF
798365,hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML [Havrix],SBDC
798372,"mumps virus vaccine live, Jeryl Lynn strain",IN
798373,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML",SCDC
798374,"mumps virus vaccine live, Jeryl Lynn strain Injectable Solution",SCDF
798375,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML Injectable Solution",SCD
798376,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML [Mumpsvax]",SBDC
798377,"mumps virus vaccine live, Jeryl Lynn strain Injectable Solution [Mumpsvax]",SBDF
798378,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML Injectable Solution [Mumpsvax]",SBD
798420,hepatitis B surface antigen vaccine Injectable Suspension,SCDF
798421,hepatitis B surface antigen vaccine 0.02 MG/ML Injectable Suspension,SCD
798422,hepatitis B surface antigen vaccine 0.02 MG/ML [Engerix-B],SBDC
798425,hepatitis B surface antigen vaccine Prefilled Syringe,SCDF
798426,1 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,SCD
798427,hepatitis B surface antigen vaccine Prefilled Syringe [Engerix-B],SBDF
798428,1 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],SBD
798429,0.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,SCD
798430,0.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],SBD
798431,1.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,SCD
798432,1.5 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Engerix-B],SBD
798438,hepatitis B surface antigen vaccine 0.01 MG/ML,SCDC
798440,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML Injection,SCD
798441,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML [COMVAX],SBDC
798443,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML / hepatitis B surface antigen vaccine 0.01 MG/ML Injection [COMVAX],SBD
798444,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine,IN
798445,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML,SCDC
798447,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML Injection,SCD
798449,Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML [PedvaxHIB],SBDC
798451,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.265 MG/ML Injection [PedvaxHIB],SBD
798453,hepatitis B surface antigen vaccine 0.02 MG/ML [HB-VAX],SBDC
798454,hepatitis B surface antigen vaccine Injectable Suspension [HB-VAX],SBDF
798455,hepatitis B surface antigen vaccine 0.02 MG/ML Injectable Suspension [HB-VAX],SBD
798467,"smallpox vaccine live, New York City Board of Health vaccinia strain",IN
798468,"smallpox vaccine live, New York City Board of Health vaccinia strain 100000000 UNT/ML",SCDC
798469,"smallpox vaccine live, New York City Board of Health vaccinia strain Injectable Suspension",SCDF
798470,"smallpox vaccine live, New York City Board of Health vaccinia strain 100000000 UNT/ML Injectable Suspension",SCD
798471,"smallpox vaccine live, New York City Board of Health vaccinia strain 100000000 UNT/ML [Dryvax]",SBDC
798472,"smallpox vaccine live, New York City Board of Health vaccinia strain Injectable Suspension [Dryvax]",SBDF
798473,"smallpox vaccine live, New York City Board of Health vaccinia strain 100000000 UNT/ML Injectable Suspension [Dryvax]",SBD
798476,hepatitis A vaccine (inactivated) strain HM175 Prefilled Syringe,SCDF
798477,1 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe,SCD
798478,hepatitis A vaccine (inactivated) strain HM175 Prefilled Syringe [Havrix],SBDF
798479,1 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe [Havrix],SBD
798481,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe,SCD
798482,0.5 ML hepatitis A vaccine (inactivated) strain HM175 1440 UNT/ML Prefilled Syringe [Havrix],SBD
801709,"diphtheria toxoid vaccine, inactivated 50 UNT/ML",SCDC
801712,"tetanus toxoid vaccine, inactivated 20 UNT/ML",SCDC
801721,Kinrix,BN
801826,"acellular pertussis vaccine, inactivated 96 UNT/ML",SCDC
801829,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML",SCDC
802048,"diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Injectable Suspension",SCDF
802049,"diphtheria toxoid vaccine, inactivated 13.2 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",SCD
803362,hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML,SCDC
803364,1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection,SCD
803365,hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML [Twinrix],SBDC
803367,1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Injection [Twinrix],SBD
803368,hepatitis A vaccine (inactivated) strain HM175 / hepatitis B surface antigen vaccine Prefilled Syringe,SCDF
803369,1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,SCD
803370,hepatitis A vaccine (inactivated) strain HM175 / hepatitis B surface antigen vaccine Prefilled Syringe [Twinrix],SBDF
803371,1 ML hepatitis A vaccine (inactivated) strain HM175 720 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe [Twinrix],SBD
804179,"measles virus vaccine live, Enders' attenuated Edmonston strain",IN
804180,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML",SCDC
804181,"mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML",SCDC
804183,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injection",SCD
804184,"measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML [M-M-R II]",SBDC
804186,"0.5 ML measles virus vaccine live, Enders' attenuated Edmonston strain 2000 UNT/ML / mumps virus vaccine live, Jeryl Lynn strain 25000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injection [M-M-R II]",SBD
804187,yellow fever virus strain 17D-204 live antigen,IN
804188,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML,SCDC
804191,yellow fever virus strain 17D-204 live antigen 4000 UNT/ML [YF-Vax],SBDC
805076,"mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain) Injectable Solution",SCDF
805077,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injectable Solution",SCD
805078,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML [Biavax II]",SBDC
805079,"mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain) Injectable Solution [Biavax II]",SBDF
805080,"mumps virus vaccine live, Jeryl Lynn strain 40000 UNT/ML / rubella virus vaccine live (Wistar RA 27-3 strain) 2000 UNT/ML Injectable Solution [Biavax II]",SBD
805373,"diphtheria toxoid vaccine, inactivated 30 UNT/ML",SCDC
805375,"0.5 ML acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",SCD
805376,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]",SBDC
805378,"0.5 ML acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",SBD
805379,"diphtheria toxoid vaccine, inactivated 13.4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",SCD
805573,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain",IN
805574,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 1000000 UNT/ML",SCDC
805575,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain Oral Suspension",SCDF
805576,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 1000000 UNT/ML Oral Suspension",SCD
805577,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 1000000 UNT/ML [Rotarix]",SBDC
805578,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain Oral Suspension [Rotarix]",SBDF
805579,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 1000000 UNT/ML Oral Suspension [Rotarix]",SBD
806586,"diphtheria toxoid vaccine, inactivated 5 UNT/ML",SCDC
806592,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe",SCDF
806594,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / tetanus toxoid vaccine, inactivated Prefilled Syringe [Boostrix]",SBDF
807219,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain",IN
807220,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML",SCDC
807221,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Solution",SCDF
807222,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution",SCD
807223,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML [Typhim VI]",SBDC
807224,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain Injectable Solution [Typhim VI]",SBDF
807225,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain 0.05 MG/ML Injectable Solution [Typhim VI]",SBD
