ID,Label,RXN
VO_0004868,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.005 MG/ML",1437843
VO_0003406,"tetanus toxoid vaccine, inactivated 8 UNT/ML",316782
VO_0003488,influenza B virus B/Phuket/3073/2013 antigen,1657228
VO_0003411,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection,798447
VO_0003381,"Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML",804188
VO_0003456,"diphtheria toxoid vaccine, inactivated 50 UNT/ML",801709
VO_0003337,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine,798222
VO_0003433,Hepatitis A Vaccine (Inactivated) Strain HM175,798361
VO_0003482,influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML,1661110
VO_0003286,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901622
VO_0015012,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML",1300465
VO_0004854,smallpox vaccine live vaccinia virus,833079
VO_0003407,"tetanus toxoid vaccine, inactivated 4 UNT/ML",331444
VO_0003602,influenza B virus B/Maryland/15/2016 antigen,2048563
VO_0003414,0.5 ML Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML Injection [PedvaxHIB],798451
VO_0003457,"diphtheria toxoid vaccine, inactivated 25 UNT/ML",807414
VO_0003338,Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine,901624
VO_0003259,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection,1658156
VO_0003408,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,798444
VO_0003483,influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML,1801177
VO_0003297,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901623
VO_0003870,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML",1300807
VO_0003432,Hepatitis A Vaccine (Inactivated) Strain HM175 Prefilled Syringe,798476
VO_0003789,influenza B virus B/Hong Kong/259/2010 antigen,1801603
VO_0003421,Hepatitis B Surface Antigen Vaccine Injection,1657681
VO_0003835,"poliovirus vaccine inactivated, type 1 (Mahoney)",763096
VO_0003339,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine,798224
VO_0003262,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection,1658142
VO_0003485,influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML,1946982
VO_0003296,Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901625
VO_0015016,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection",1658069
VO_0003435,Hepatitis A Vaccine (Inactivated) Strain HM175 Injection,1658057
VO_0003821,influenza B virus B/Colorado/06/2017 antigen,2054177
VO_0003416,Hepatitis B Surface Antigen Vaccine Injectable Suspension,798420
VO_0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",763098
VO_0003235,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML,1657331
VO_0003340,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine,798226
VO_0003426,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,1658149
VO_0003507,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",1304122
VO_0003487,influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML,1657135
VO_0003292,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901626
VO_0003436,0.5 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,1658065
VO_0003914,influenza B virus B/Brisbane/9/2014 antigen,1723997
VO_0003419,Hepatitis B Surface Antigen Vaccine Prefilled Syringe,798425
VO_0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",763100
VO_0003260,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML,1658708
VO_0003341,Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine,901628
VO_0003427,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,1658154
VO_0003489,influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML,1657229
VO_0003287,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901627
VO_0015015,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",1300466
VO_0004859,meningococcal group C polysaccharide,29503
VO_0003523,"Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008",857921
VO_0003450,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML,1660921
VO_0003342,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine,798228
VO_0003417,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Suspension,830237
VO_0003490,influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML,1660923
VO_0003293,Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901629
VO_0003939,"L1 protein, Human papillomavirus type 6 Vaccine 0.04 MG/ML",798269
VO_0004888,meningococcal group A polysaccharide,29501
VO_0003521,"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus",1303855
VO_0003452,influenza A virus A/California/7/2009 (H1N1) antigen 0.015 MG/ML,1724009
VO_0003343,Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine,901631
VO_0003420,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,798426
VO_0015052,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain",804179
VO_0003491,influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML,1658710
VO_0003288,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901630
VO_0015047,"L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML",1597090
VO_0015084,Influenza A virus (H1N1) antigen,1657128
VO_0003526,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus",1427022
VO_0003469,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML,1657223
VO_0003344,Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine,901633
VO_0003347,meningococcal group B vaccine,1593128
VO_0003422,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,830243
VO_0003492,influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML,1946983
VO_0003294,Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901632
VO_0015040,"L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML",798263
VO_0003212,pneumococcal capsular polysaccharide type 1 vaccine,854930
VO_0003478,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML,1799398
VO_0003345,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine,798230
VO_0003364,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle,1601236
VO_0003424,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,830252
VO_0003493,influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML,1664470
VO_0003295,Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901634
VO_0003497,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus",1303851
VO_0004213,BACILLUS ANTHRACIS STRAIN V770-NP1-R ANTIGENS 0.1 MG/ML,1799961
