index,ID,Label,Vaccine Name,Definition,Editor Note,FDA Vaccine Indications,RXN,CVX_Codes
VO_0001938,VO_0001938,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Mannheimia Haemolytica Bacterin (USDA: 44A5.20),,,generated using OntoRat,,,
VO_0000639,VO_0000639,Clostridium vaccine,,A bacterial vaccine that protects against infection with Clostridium spp.,,,,
VO_0003976,VO_0003976,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Kinrix]",,,,,1657886,
VO_0000315,VO_0000315,inactivated vaccine,,A whole organism vaccine that uses an inativated pathogen organism as its component.,,,,
VO_0002355,VO_0002355,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,
VO_0000743,VO_0000743,Diphtheria-Tetanus-Pertussis-Poliovirus-Hepatitis B vaccine,,"A vaccine used to prevent infections of diphtheria, tetanus (lockjaw), pertussis (whooping cough), hepatitis B, and poliovirus.",,,,
VO_0000838,VO_0000838,Ovilis Enzovax,,,Live temperature-sensitive mutant strain for subcutaneous or intramuscular injection,,,
VO_0005203,VO_0005203,COVID-19 DNA vaccine,,,,,,
VO_0006013,VO_0006013,Hepatitis B vaccine (recombinant) 3-antigen Al(OH)3 adjuvanted,,,,,,['220']
VO_0003416,VO_0003416,Hepatitis B Surface Antigen Vaccine Injectable Suspension,,,,,798420,
VO_0000513,VO_0000513,Quail pox vaccine,,a Pox vaccine for Quail pox,,,,
VO_0002826,VO_0002826,Burkholderia pseudomallei asd mutant vaccine,,,,,,
VO_0001615,VO_0001615,"Bronchitis Conn Type, Live Virus Vaccine (USDA: 1231.15)",,,,,,
VO_0002217,VO_0002217,"Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus, Live Canarypox Vector Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4639.R1)",,,,,,
VO_0003682,VO_0003682,Fluvirin 2016-2017 Injectable Product,,,,,1801156,
VO_0007216,VO_0007216,Algenpantucel-L Vaccine,,"A cancer vaccine comprised of irradiated allogeneic pancreatic cancer cells transfected to express murine alpha-1,3-galactosyltransferase with potential antitumor activity. Vaccination is associated with the expression of murine alpha-1,3-galactosyl (alpha-gal) carbohydrate residues on cell membrane glycoproteins and glycolipids of the vaccine pancreatic cancer cell allograft; murine alpha-gal epitopes, not present on human cells, then induce a hyperacute rejection of the vaccine pancreatic cancer cell allograft. The hyperacute rejection involves the binding of pre-existing human anti-alpha-gal antibodies (which naturally occur against gut flora) to murine alpha-gal epitopes, resulting in the rapid activation of antibody-dependent cell-mediated cytotoxicity (ADCC) towards allograft cells. The host immune system then attacks endogenous pancreatic cancer cells, resulting in ADCC towards endogenous pancreatic cancer cells.",,,,
VO_0012177,VO_0012177,Lassa Fever Virus vaccine,,A vaccine that protects against Lassa Fever Virus.,,,,
VO_0001797,VO_0001797,Lawsonia Intracellularis Avirulent Live Culture Vaccine (USDA: 10L1.02),,,,,,
VO_0001640,VO_0001640,Bursal Disease Live Virus Vaccine (USDA: 1271.10),,,,,,
VO_0003174,VO_0003174,DTP-ActHIB,,"A vaccine used to prevent diphtheria, tetanus, pertussis, and Haemophilus type B infections.",,,,
VO_0002979,VO_0002979,Infectious Hematopoietic Necrosis Virus NV mutant vaccine,,,,,,
VO_0004476,VO_0004476,B. anthracis DNA vaccine pTPA-PA63,,,,,,
VO_0003785,VO_0003785,Flucelvax Quadrivalent 2016-2017 Injectable Product,,,,,1801610,
VO_0015058,VO_0015058,"Mumps Virus Vaccine Live, Jeryl Lynn Strain Injectable Product",,,,,1156380,
VO_0007605,VO_0007605,FVAX vaccine,,,,,,
VO_0007186,VO_0007186,1(SOCS1)-silenced dendritic cell (DC) Vaccine,,"To obtain SOCS1-silenced DCs, DCs derived from mouse bone marrow cells ex vivo were induced to differentiation in the presence of granulocyte-macrophage colony-stimulating factor (GM-CSF) and IL-4, and then transduced with Len-SOCS1-shRNA or control Len-GFP lentiviruses. The SOCS1-silenced DCs were loaded by TRP2 peptide to prepare the DC vaccine, which was induced to mature by LPS. The DCs were analyzed by flow cytometry (FCM) for surface expressions of MHCII and CD86 and by real-time PCR for the expressions of SOCS1, IL-10 as well as IL-12p40. B16 or IL-10-silenced B16 (IL-10(-/-);) cells were inoculated into C57BL/6 mice.",,,,
VO_0002332,VO_0002332,Bovine Rhinotracheitis Vaccine-Haemophilus Somnus-Mannheimia Haemolytica-Pasteurella Multocida-Salmonella Typhimurium Bacterin-Toxoid,,,,,,
VO_0002104,VO_0002104,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.23),,,generated using OntoRat,,,
VO_0004519,VO_0004519,Herpes Simplex Virus Type 1 DNA Vaccine pRSC-gD-IL-21,,,,,,
VO_0003398,VO_0003398,"tetanus toxoid vaccine, inactivated Injectable Suspension",,,,,374444,
VO_0003327,VO_0003327,pneumococcal capsular polysaccharide type 22F vaccine 0.05 MG/ML,,,,,854955,
VO_0004505,VO_0004505,Avian influenza virus DNA vaccine pCMV-HA,,,,,,
VO_0003680,VO_0003680,Fluvirin 2015-2016 vaccine 0.5 ML Prefilled Syringe,,,,,1659983,
VO_0005153,VO_0005153,AdCOVID,,A SARS-CoV-2 single dose intranasal vaccine manufactured by Altimmune in collaboration with the University of Alabama-Birmingham. This vaccine was discontinued after a Phase 1 trial.,,,,
VO_0001949,VO_0001949,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1185.20),,,,,,
VO_0000640,VO_0000640,Clostridium tetani vaccine,,a Clostridium vaccine that protects against infection with Clostridium tetani that causes tenanus.,,,,
VO_0001934,VO_0001934,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4439.00),,,,,,
VO_0015048,VO_0015048,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain 2000 UNT/ML / Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML / Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML [M-M-R II]",,,,,804184,
VO_0003183,VO_0003183,Diphtheria-Tetanus-Pertussis-Poliovirus-Hepatitis B vaccine foreign to USA,,A Diphtheria-Tetanus-Pertussis-Poliovirus-Hepatitis B vaccine manufactured outside of the U.S,,,,
VO_0011428,VO_0011428,C. abortus DNA vaccine encoding GatC,,,,,,
VO_0005205,VO_0005205,COVID-19 virus-like particle vaccine,,,,,,
VO_0006014,VO_0006014,hepatitis B vaccine adolescent/high risk infant dosage,,,,,,['42']
VO_0003419,VO_0003419,Hepatitis B Surface Antigen Vaccine Prefilled Syringe,,,,,798425,
VO_0001534,VO_0001534,Quail Pox Live Virus Vaccine (USDA: 18E1.10),,,,,,
VO_0002513,VO_0002513,Plasmodium berghei vaccine,,a malaria vaccine that protects against malaria caused by Plasmodium berghei.,,,,
VO_0001616,VO_0001616,"Bronchitis Delaware Type, Modified Live Virus Vaccine (USDA: 1231.1D)",,,generated using OntoRat,,,
VO_0002218,VO_0002218,Canine Distemper-Adenovirus Type 2-Parainfluenza Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4659.20),,,generated using OntoRat,,,
VO_0004736,VO_0004736,ALVAC-WNV-PrM/E (dogs and cats),,,,,,
VO_0002827,VO_0002827,Burkholderia pseudomallei purM mutant vaccine,,,,,,
VO_0007200,VO_0007200,Adenovirus 5-CD40 Ligand Vaccine,,An adenovirus vector engineered to produce CD40 ligand. For use as a possible gene therapy agent. May induce apoptosis through the TNF pathway.,,,,
VO_0012167,VO_0012167,Hantavirus vaccine,,A vaccine that protects against Hantavirus.,,,,
VO_0001641,VO_0001641,Bursal Disease Live Virus Vaccine (USDA: 1271.11),,,,,,
VO_0001511,VO_0001511,Porcine respiratory and reproductive syndrome virus vaccine,,viral vaccine that is used to protect against Porcine respiratory and reproductive syndrome virus (Porcine reproductive and respiratory syndrome virus) infection,,,,
VO_0003867,VO_0003867,Hiberix Injectable Product,,,,,1169861,
VO_0004321,VO_0004321,IHNV DNA vaccine pCMV4-G,,,,,,
VO_0004477,VO_0004477,B. anthracis DNA vaccine pLAMP1-PA63,,,,,,
VO_0003786,VO_0003786,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2016-2017],,,,,1801608,
VO_0015059,VO_0015059,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML Injectable Solution",,,,,798375,
VO_0001879,VO_0001879,Bovine Rhinotracheitis Killed Virus Vaccine-Haemophilus somnus-Mannheimia Haemolytica-Pasteurella Multocida-Salmonella Typhimurium Bacterin-Toxoid (USDA: 4109.20),,,generated using OntoRat,,,
VO_0007606,VO_0007606,GM-CSF transfected cells vaccine,,,,,,
VO_0007196,VO_0007196,Ad5-yCD/mutTKSR39rep-hIL12 Vaccine,,"A replication-competent oncolytic adenovirus encoding the murine pro-inflammatory cytokine interleukin-12 (IL-12) gene and two suicide fusion genes, a yeast cytosine deaminase (yCD) and a mutant form of herpes simplex virus type 1 thymidine kinase (HSV-1 TKSR39), with potential immunomodulating and antineoplastic activities. Upon intratumoral administration of Ad5-yCD/mutTKSR39rep-hIL12, the adenovirus selectively infects and replicates in tumor cells, which results in direct tumor cell lysis. Synergistically, IL-12 expressed by the adenovirus may activate the immune system by promoting the activation of natural killer cells (NKs), inducing secretion of interferon-gamma (IFN-g) and inducing cytotoxic T-lymphocyte (CTL) responses against tumor cells, which may result in immune-mediated tumor cell death, inhibition of tumor cell proliferation and inhibition of tumor angiogenesis. In addition, Ad5-yCD/mutTKSR39rep-hIL12-infected cancer cells express yCD and TKSR39; upon administration of the prodrugs 5-fluorocytosine (5-FC) and valganciclovir (vGCV), the yCD and HSV-1 TKSR39 activate these prodrugs to form 5-fluorouracil (5-FU) and ganciclovir, respectively. 5-FU gets converted to 5-fluoro-uridine monophosphate (5-FUMP) and subsequently to 5-fluoro-deoxyuridine monophosphate (5-FdUMP); 5-FdUMP irreversible inhibits thymidylate synthase, inhibits deoxythymidine triphosphate (dTTP) formation and halts DNA synthesis. Once phosphorylated intracellularly, ganciclovir triphosphate competitively inhibits deoxyguanosine triphosphate (dGTP) incorporation into DNA and inhibits DNA synthesis.",,,,
VO_0002105,VO_0002105,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.25),,,generated using OntoRat,,,
VO_0004520,VO_0004520,Herpes Simplex Virus Type 1 DNA Vaccine encoding 5gP,,,,,,
VO_0003400,VO_0003400,"tetanus toxoid vaccine, inactivated Prefilled Syringe",,,,,792155,
VO_0003330,VO_0003330,pneumococcal capsular polysaccharide type 4 vaccine 0.05 MG/ML,,,,,854963,
VO_0004568,VO_0004568,Influenza virus DNA vaccine M2-DNA/M2-Ad,,,,,,
VO_0003686,VO_0003686,Fluvirin 2016-2017 vaccine 0.5 ML Prefilled Syringe,,,,,1801163,
VO_0005169,VO_0005169,GRAd-COV2,,A SARS-CoV 2 recombinant viral vector using Gorilla Adenovirus that encodes for SARS-CoV-2 Spike protein.,,,,
VO_0001950,VO_0001950,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 1185.22),,,generated using OntoRat,,,
VO_0003534,VO_0003534,Corynebacterium vaccine,,A vaccine that is used against an infection by a pathogen under Corynebacterium.,,,,
VO_0001935,VO_0001935,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4439.20),,,,,,
VO_0015051,VO_0015051,M-M-R II Injectable Product,,,,,1184336,
VO_0003184,VO_0003184,Diphtheria-Tetanus-Pertussis-Poliovirus vaccine foreign to USA,,A Diphtheria-Tetanus-Pertussis-Poliovirus vaccine manufactured outside of the U.S.,,,,
VO_0011429,VO_0011429,C. abortus DNA vaccine encoding OmlA,,,,,,
VO_0005204,VO_0005204,"COVID-19 live, attenuated vaccine",,,,,,
VO_0006015,VO_0006015,hepatitis B vaccine unspecified formulation,,,,,,['45']
VO_0003177,VO_0003177,Diphtheria-Tetanus-Pertussis-Poliovirus-ACT-Hib vaccine,,"A vaccine that contains ActHIB and protects against, Diphtheria, Tetanus, Pertussis (whooping cough), Polio, and Haemophilus influenzae type b.",,,,
VO_0012178,VO_0012178,canine distemper virus vaccine,,A vaccine that protects against Canine distemper virus.,,,,
VO_0011436,VO_0011436,B. pseudomallei Subunit LolC Protein Vaccine,,,,,,
VO_0001617,VO_0001617,"Bronchitis Georgia Type, Live Virus Vaccine (USDA: 1231.1J)",,,,,,
VO_0000951,VO_0000951,Bayovac CSF E2,,,Baculovirus recombinant E2 protein without emulsion,,,
VO_0002403,VO_0002403,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin,,,,,,
VO_0007075,VO_0007075,Tumor Cell Derivative Vaccine,,"A vaccine made of cancer cells, parts of cancer cells, or pure tumor antigens (substances isolated from tumor cells). A tumor antigen vaccine may stimulate the body's immune system to find and kill cancer cells.",,,,
VO_0012163,VO_0012163,Marburg Virus vaccine,,A vaccine that protects against Marburg Virus.,,,,
VO_0001799,VO_0001799,"Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.20)",,,,,,
VO_0001642,VO_0001642,Bursal Disease Live Virus Vaccine (USDA: 1271.12),,,,,,
VO_0003868,VO_0003868,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML [Hiberix]",,,,,1300809,
VO_0004322,VO_0004322,IHNV DNA vaccine pCMV4-N encoding the nucleoprotein,,,,,,
VO_0004478,VO_0004478,B. anthracis DNA vaccine pTPA-P,,,,,,
VO_0003792,VO_0003792,Flucelvax Quadrivalent 2017-2018 Injectable Product,,,,,1928536,
VO_0000725,VO_0000725,Dengue virus vaccine,,A viral vaccine that protects against infection with Dengue virus.,,,,
VO_0007607,VO_0007607,gp100 Vaccine,,,,,,
VO_0007207,VO_0007207,Adenovirus RSV-TK Vaccine,,"A gene viral vector complex comprised of a replication-defective adenovirus and a herpes simplex virus thymidine kinase gene that activates ganciclovir, causing inhibition of DNA synthesis and apoptosis.",,,,
VO_0002106,VO_0002106,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.27),,,generated using OntoRat,,,
VO_0004521,VO_0004521,Herpes Simplex Virus 2 DNA Vaccine Vaxfectin-gD2,,,,,,
VO_0005435,VO_0005435,"SARS-COV-2 COVID-19 mRNA, bivalent, original/Omicron BA.1, Non-US Vaccine Product (Comirnaty Bivalent), Pfizer-BioNTech",,"A Comirnaty COVID-19 mRNA vaccine produced by Pfizer-BioNTech,which is a bivalent vaccine that is effective against the original strain of COVID-19 as well as the Omicron BA.1 variant.A non-US vaccine product.",,,,
VO_0003331,VO_0003331,pneumococcal capsular polysaccharide type 8 vaccine 0.05 MG/ML,,,,,854971,
VO_0004620,VO_0004620,vFP89-H5,,,,,,
VO_0003692,VO_0003692,Fluvirin 2017-2018 vaccine 0.5 ML Prefilled Syringe,,,,,1928982,
VO_0005189,VO_0005189,hAd5-COVID-19,,A SARS-CoV-2 human adenovirus serotype 5 (hAd5) vector vaccine with E1/E2b/E3 deletions expressing SARS-CoV-2 viral antigen spike fusion protein and nucleocapsid with an enhanced T-cell stimulation domain.,,,,
VO_0002359,VO_0002359,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Campylobacter Fetus-Haemophilus Somnus-Leptospira Canicola-Grippotyphosa-HardjoIcterohaemorrhagiae-Pomona Bacterin,,,,,,
VO_0000735,VO_0000735,Corynebacterium diphtheriae vaccine,,A bacterial vaccine that protects against infection with Corynebacterium diphtheriae that causes Diphtheria.,,,,
VO_0000418,VO_0000418,Menactra injection 0.5mL vial,,,,,,
VO_0002356,VO_0002356,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin,,,,,,
VO_0001255,VO_0001255,polysaccharide subunit vaccine,,a subunit vaccine that uses polysaccharide as protective antigen,,,,
VO_0011430,VO_0011430,C. abortus DNA vaccine encoding MOMP,,,,,,
VO_0005201,VO_0005201,COVID-19 inactivated vaccine,,,,,,
VO_0011404,VO_0011404,Hepatitis B virus DNA vaccine pVAX-PS,,,,,,
VO_0015015,VO_0015015,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",,,,,1300466,
VO_0001536,VO_0001536,Mink Distemper Modified Live Virus Vaccine (USDA: 1451.00),,,generated using OntoRat,,,
VO_0011438,VO_0011438,B. pseudomallei Subunit PotF Protein Vaccine,,,,,,
VO_0001759,VO_0001759,Parvovirus Modified Live Virus Vaccine (USDA: 18M1.29),,,generated using OntoRat,,,
VO_0000981,VO_0000981,Porcilis Pesti,,,Baculovirus recombinant E2 protein without emulsion,,,
VO_0002402,VO_0002402,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterin,,,,,,
VO_0002337,VO_0002337,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin,,,,,,
VO_0007294,VO_0007294,Autologous Expanded Mesenchymal Stem Cells OTI-010 Vaccine,,"Multipotent self-renewing adherent non-hematopoietic stromal cells harvested from a patient's bone marrow and grown in vitro. When injected back into the patient, autologous expanded mesenchymal stem cells OTI-010 may differentiate into various mesenchyme-derived cell types and, in some instances, may augment bone marrow engraftment after whole-body irradiation.",,,,
VO_0000762,VO_0000762,Leishmania vaccine,,a protozoan vaccine that prevents against infection with Leishmania.,,,,
VO_0001800,VO_0001800,"Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.21)",,,,,,
VO_0001643,VO_0001643,Bursal Disease Live Virus Vaccine (USDA: 1271.13),,,,,,
VO_0000407,VO_0000407,recombinant O. anthropi 49237SOD,,,,,,
VO_0004420,VO_0004420,IHNV DNA vaccine pCDNA-G encoding G,,,,,,
VO_0004479,VO_0004479,B. anthracis DNA vaccine pIMS-120 encoding PA,,,,,,
VO_0003793,VO_0003793,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2017-2018],,,,,1928534,
VO_0007610,VO_0007610,GVAX Pancreatic Cancer Vaccine,,,,,,
VO_0007228,VO_0007228,Allogeneic Large Multivalent Immunogen Melanoma Vaccine LP2307,,"A cancer vaccine, containing human-specific large multivalent immunogen (LMI) isolated from plasma membrane fractions of the melanoma cell lines MSM-M1 and MSM-M2, with potential immunostimulating and antineoplastic activities. Upon administration, allogeneic large multivalent immunogen melanoma vaccine LP2307 may stimulate a CD8+ cytotoxic T lymphocyte (CTL) response against melanoma tumor cells that express melanoma-specific LMI.",,,,
