,ID,VO_STR,RXN
300,VO_0002337,Bovine Rhinotracheitis-Parainfluenza 3 Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin,
301,VO_0007294,Autologous Expanded Mesenchymal Stem Cells OTI-010 Vaccine,
302,VO_0000762,Leishmania vaccine,
303,VO_0001800,"Porcine Reproductive & Respiratory Syndrome Reproductive & Respiratory Form, Modified Live Virus Vaccine (USDA: 19T1.21)",
304,VO_0001643,Bursal Disease Live Virus Vaccine (USDA: 1271.13),
305,VO_0000407,recombinant O. anthropi 49237SOD,
306,VO_0004420,IHNV DNA vaccine pCDNA-G encoding G,
307,VO_0004479,B. anthracis DNA vaccine pIMS-120 encoding PA,
308,VO_0003793,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML / influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML [Flucelvax Quadrivalent 2017-2018],1928534
309,VO_0007610,GVAX Pancreatic Cancer Vaccine,
310,VO_0007228,Allogeneic Large Multivalent Immunogen Melanoma Vaccine LP2307,
311,VO_0002107,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine (USDA: 13D1.28),
312,VO_0005436,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, bivalent booster, preservative free, 30 mcg/0.3 mL dose, tris-sucrose formulation",
313,VO_0003328,pneumococcal capsular polysaccharide type 3 vaccine 0.05 MG/ML,854959
314,VO_0004621,vNDV-H5,
315,VO_0003992,INFANRIX vaccine 0.5 ML Injection,1300386
316,VO_0005196,VXA-CoV2-1,
317,VO_0001953,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B5.20),
318,VO_0000732,Diphtheria-Tetanus vaccine,
319,VO_0001936,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Grippotyphosa-Hardjo-Pomona Bacterin (USDA: 4479.00),
320,VO_0004870,Menomune A/C/Y/W-135 Injectable Product,1183840
321,VO_0000627,H. influenzae Type b capsular polysaccharide vaccine,
322,VO_0003935,GARDASIL 0.5 ML Injection,798274
323,VO_0006067,SARS-COV-2 (COVID-19) vaccine UNSPECIFIED,
324,VO_0011411,Hepatitis B virus DNA vaccine encoding HBVgp2 pre-S1/pre-S2/S,
325,VO_0003919,FLUAD 2015-2016 vaccine 0.5 ML Prefilled Syringe,1724012
326,VO_0001537,Mink Distemper Modified Live Virus Vaccine (USDA: 1451.01),
327,VO_0002514,Plasmodium yoelii vaccine,
328,VO_0001765,Rabies Live Canarypox Vector Vaccine (USDA: 1901.R1),
329,VO_0002952,Classical swine fever virus E(rns) mutant vaccine,
330,VO_0011538,B. pseudomallei DNA vaccine encoding Flagellin Protein,
331,VO_0002400,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract,
332,VO_0001885,Bovine Rhinotracheitis-Parainfluenza 3 Killed Virus Vaccine-Mannheimia Haemolytica-Pasteurella Multocida Bacterin (USDA: 4265.00),
333,VO_0007318,Autologous Tumor Cell Proteoliposome Chronic Lymphocytic Leukemia Vaccine,
334,VO_0001231,Leishmania major vaccine,
335,VO_0001802,"Porcine Reproductive & Respiratory Syndrome Reproductive Form, Modified Live Virus Vaccine (USDA: 19Q1.20)",
336,VO_0001644,Bursal Disease Live Virus Vaccine (USDA: 1271.16),
337,VO_0005200,COVID-19 recombinant adenoviral vector vaccine,
338,VO_0004495,IHNV DNA vaccine pIHN-G encoding glycoproteins,
339,VO_0004480,B. anthracis DNA vaccine pCPA,
340,VO_0003758,Flulaval Quadrivalent 2016-2017 Injectable Product,1799105
341,VO_0004522,Herpes Simplex Virus 2 DNA Vaccine encoding gD,
342,VO_0007612,HCA587 protein vaccine,
343,VO_0007229,Allogeneic Melanoma Vaccine AGI-101H,
344,VO_0007531,Murine TYRP2 Plasmid DNA Vaccine,
345,VO_0005437,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 30 mcg/0.3mL dose",
346,VO_0003329,pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML,854961
347,VO_0004623,rDEV-re6 (H5),
348,VO_0003994,INFANRIX vaccine 0.5 ML Prefilled Syringe,1300384
349,VO_0005227,BBV154,
350,VO_0001954,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B6.20),
351,VO_0000943,Diphtheria-Tetanus-Poliovirus vaccine,
352,VO_0001937,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3 Modified Live Virus Vaccine-Leptospira Pomona Bacterin (USDA: 4509.00),
353,VO_0004882,meningococcal group A polysaccharide 0.1 MG/ML / meningococcal group C polysaccharide 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135 0.1 MG/ML / MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML [Menomune A/C/Y/W-135],568054
354,VO_0003185,HIB Polysaccharide foreign to USA,
355,VO_0003937,GARDASIL 0.5 ML Prefilled Syringe,798278
356,VO_0006068,SARS-COV-2 COVID-19 mRNA bivalent original/Omicron BA.1 Non-US Vaccine (Spikevax Bivalent) Moderna,
357,VO_0003923,Fluad 2016-2017 vaccine 0.5 ML Prefilled Syringe,1801082
358,VO_0001538,Mink Distemper Modified Live Virus Vaccine (USDA: 1451.20),
359,VO_0000740,P. falciparum vaccine Combination B,
360,VO_0001766,Rabies Live Canarypox Vector Vaccine (USDA: 1901.R6),
361,VO_0003494,Spirochaetes vaccine,
362,VO_0002953,Classical swine fever virus E1 mutant vaccine,
363,VO_0000032,DNA vaccine,
364,VO_0007458,Human Myeloid Progenitor Cells CLT-008 vaccine,
365,VO_0004624,FPV-LT vaccine,
366,VO_0001804,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.21)",
367,VO_0001645,Bursal Disease Live Virus Vaccine (USDA: 1271.17),
368,VO_0005079,AV-COVID-19,
369,VO_0011398,IHNV DNA vaccine pIHNw-G,
370,VO_0004481,B. anthracis DNA vaccine PA83 furin,
371,VO_0003759,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2016-2017],1799103
372,VO_0004523,Herpes Simplex Virus 2 DNA Vaccine encoding gD with CD40L,
373,VO_0007615,Hsp70 chaperone-based gel composition vaccine,
374,VO_0007239,Alpha-type-1 Polarized Dendritic Cell Vaccine,
375,VO_0007574,Alpha Fetoprotein Plasmid DNA Vaccine,
376,VO_0005144,Ad5-nCoV,
377,VO_0003571,pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML,854967
378,VO_0004633,rHVT-H5,
379,VO_0003783,FLUCELVAX 2015-2016 vaccine 0.5 ML Prefilled Syringe,1657144
380,VO_0005228,ChAdV68-S,
381,VO_0001955,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44B6.21),
382,VO_0000742,Diphtheria-Tetanus-Pertussis-Poliovirus vaccine,
383,VO_0015029,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax],1292459
384,VO_0003838,PEDIARIX Injectable Product,1178815
385,VO_0002372,Bovine Rhinotracheitis-Virus Diarrhea-Respiratory Syncytial Virus Vaccine,
386,VO_0003186,Hepatitis B vaccine foreign to USA,
387,VO_0003828,HAVRIX pediatric/adolescent vaccine 720 UNT in 0.5 ML Injection,1658066
388,VO_0006070,SARS-COV-2 COVID-19 Non-US Vaccine Specific Product Unknown,
389,VO_0003927,Fluad 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928965
390,VO_0001509,Feline calicivirus vaccine,
391,VO_0004194,P. chabaudi AMA1 Protein Vaccine,
392,VO_0001767,Rabies Live Vaccinia Vector Vaccine (USDA: 1901.R0),
393,VO_0002344,Bovine Rhinotracheitis-Respiratory Syncytial Virus Vaccine,
394,VO_0002954,Classical swine fever virus E2 mutant vaccine,
395,VO_0003518,Borreliella vaccine,
396,VO_0000747,DNA and MVA encoding ME-TRAP,
397,VO_0007459,Leukemic Apoptotic Corpse-Pulsed Autologous Dendritic Cells Vaccine,
398,VO_0012166,Rift Valley Fever virus vaccine,
399,VO_0001807,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.22),
400,VO_0001646,Bursal Disease Live Virus Vaccine (USDA: 1271.18),
401,VO_0005087,DelNS1-2019-nCoV-RBD-OPT1,
402,VO_0006078,Tick-borne encephalitis vaccine (non-US),
403,VO_0004543,B. anthracis DNA Vaccine expressing PA,
404,VO_0003764,FluLaval Quadrivalent 2015-2016 Injectable Product,1657338
405,VO_0004578,HSV 2 DNA vaccine pVAX-HSV-2gD-HSP70,
406,VO_0001012,classical swine fever virus vaccine,
407,VO_0007630,KSA-KLH Conjugate Vaccine,
408,VO_0007241,ALVAC-B7-CEA Vaccine,
409,VO_0007590,Biolistic DNA vaccine,
410,VO_0005158,Oxford-AstraZeneca COVID-19 vaccine,
411,VO_0003309,pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML,854957
412,VO_0004634,rHVT-H5 (clade 2.2 H5N1 HPAIV),
413,VO_0003697,FLUARIX QUADRIVALENT 2015-2016 vaccine 0.5 ML Prefilled Syringe,1657236
414,VO_0005254,SC-Ad6-1,
415,VO_0001956,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C5.20),
416,VO_0003085,Adacel-Polio,
417,VO_0003283,0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax],1292435
418,VO_0003671,PedvaxHIB Injectable Product,1184551
419,VO_0002358,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine,
420,VO_0003187,Diphtheria-Tetanus-Poliovirus vaccine foreign to USA,
421,VO_0003829,HAVRIX adult vaccine 1440 UNT in 1 ML Injection,1658060
422,VO_0001971,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1187.25),
423,VO_0003931,Fluad 2018-2019 vaccine 0.5 ML Prefilled Syringe,2050763
424,VO_0001541,Feline calicivirus Modified Live Virus Vaccine (USDA: 15C1.22),
425,VO_0004595,"P. knowlesi DNA vaccine encoding PkCSP, PkSSP2, PkAMA1, and PkMSP1p42",
426,VO_0001500,Equine arteritis virus vaccine,
427,VO_0001900,Bovine Rhinotracheitis-Respiratory Syncytial Virus Killed Virus Vaccine (USDA: 11B5.20),
428,VO_0004340,Classical swine fever virus DNA vaccine pCI-gp55,
429,VO_0002399,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine-Borrelia Burgdorferi Bacterin-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract,
430,VO_0000773,MSP3-LSP with aluminium hydroxide,
431,VO_0000561,toxoid vaccine,
432,VO_0007202,Adenovirus 5-Human Guanylyl Cyclase C-PADRE Vaccine,
433,VO_0004680,rNDV-ILTV-gD,
434,VO_0001808,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R2),
435,VO_0001647,Bursal Disease Live Virus Vaccine (USDA: 1271.19),
436,VO_0005090,IIBR-100,
437,VO_0006079,Tick-borne encephalitis vaccine inactivated preservative free 0.25mL dose,
438,VO_0004702,Typhi strain Ty21a-PA (Bacillus anthracis),
439,VO_0003765,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [FluLaval Quadrivalent 2015-2016],1657336
440,VO_0004598,GSK1437173A,
441,VO_0003061,Bovine viral diarrhea virus 2 vaccine,
442,VO_0007639,mCRT-vGPCR-coated whole-cell vaccine,
443,VO_0007254,Ankara (MVA) Vaccine,
444,VO_0007600,DNA Vaccine encoding p42.3,
445,VO_0005159,Ad26.COV2.S,
446,VO_0003311,pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML,854969
447,VO_0004636,rSPV-HA1 (Swine influenza virus H1N1),
448,VO_0003702,FLUARIX QUADRIVALENT 2016-2017 vaccine 0.5 ML Prefilled Syringe,1799123
449,VO_0005318,CVXGA1,
450,VO_0001957,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C7.20),
451,VO_0003088,Boostrix-Polio,
452,VO_0001939,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.00),
453,VO_0003672,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML [PedvaxHIB],798449
454,VO_0003188,Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b-Hepatitis B vaccine foreign to USA,
455,VO_0003831,"Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe",798482
456,VO_0001972,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.00),
457,VO_0003437,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,1658058
458,VO_0004897,coronavirus vaccine,
459,VO_0004791,rBCGMSP1-15,
460,VO_0001768,Equine Arteritis Modified Live Virus Vaccine (USDA: 1531.20),
461,VO_0002219,Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Modified Live & Killed Virus Vaccine-Borrelia Burgdorferi Bacterin-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 46B9.21),
462,VO_0001901,Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine (USDA: 1155.20),
463,VO_0004514,DNA vaccine expressing the E2 protein,
464,VO_0000774,"P. falciparum RTS,S/AS02A",
465,VO_0007274,AUT-OV-ALVAC-hB7.1 Vaccine,
466,VO_0012169,Nipah virus vaccine,
467,VO_0001809,Pseudorabies Modified Live Virus Vaccine (USDA: 1891.R4),
468,VO_0001648,Bursal Disease Live Virus Vaccine (USDA: 1271.40),
469,VO_0005091,LV-SMENP-DC,
470,VO_0006080,Tick-borne encephalitis vaccine inactivated preservative free 0.5mL dose,
471,VO_0004715,rLAG- PA-DCpep,
472,VO_0003768,Flulaval Quadrivalent 2017-2018 Injectable Product,1928328
473,VO_0004710,rOka-gD2- HSV-2,
474,VO_0006016,hepatitis C vaccine,
475,VO_0007643,Modified Vaccinia Virus Ankara Vaccine Expressing p53,
476,VO_0007264,anti-idiotypic (anti-id) mAb MK2-23 + BCG,
477,VO_0007603,ESAT-6-gpi DNA vaccine combined with B16F10-ESAT-6-gpi/IL-21 vaccine,
478,VO_0005163,Sputnik V,
479,VO_0003332,pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML,854973
480,VO_0004650,BPZE1- FHA (H1N1/PR8 influenza A virus),
481,VO_0003707,Fluarix Quadrivalent 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928307
482,VO_0005339,Ad5-triCoV/Mac,
483,VO_0001958,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44D5.20),
484,VO_0000664,Poliovirus vaccine,
485,VO_0000347,Brucella abortus bacA mutant,
486,VO_0001940,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.20),
487,VO_0003970,Pentacel Injectable Product,1184583
488,VO_0003191,Pneumococcal vaccine foreign to USA,
489,VO_0003832,"Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe",798479
490,VO_0001973,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.21),
491,VO_0004530,L. major DNA vaccine pcLACK + IL-22,
492,VO_0003943,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML",1301888
493,VO_0001504,Feline infectious peritonitis virus vaccine,
494,VO_0004799,SAd-ME.TRAP,
495,VO_0001803,"Porcine Reproductive & Respiratory Syndrome Respiratory Form, Modified Live Virus Vaccine (USDA: 19S1.20)",
496,VO_0001902,Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine (USDA: 1155.30),
497,VO_0002390,Canine Coronavirus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterial Extract,
498,VO_0004524,Classical Swine Fever Virus DNA Vaccine pcDNA/E2 with TRIF,
499,VO_0000775,P. falciparum MSP1 from transgenic mice with Freund's adjuvant,
500,VO_0000186,RNA vaccine,
501,VO_0007558,MOv-PBL Vaccine,
502,VO_0004744,rFPV-ILTV,
503,VO_0001649,Bursal Disease Live Virus Vaccine (USDA: 1271.41),
504,VO_0005098,V591,
505,VO_0001505,Transmissible gastroenteritis virus vaccine,
506,VO_0006081,Tick-borne encephalitis vaccine unspecified,
507,VO_0000465,Staphylococcus aureus bacterin vaccine,
508,VO_0003769,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Flulaval Quadrivalent 2017-2018],1928326
509,VO_0004723,pRP-RSV-HSV-1-gB,
510,VO_0000201,Porcilis-PCV2,
511,VO_0007651,RIPO(H3.3) vaccine,
512,VO_0007266,Anti-NY-ESO-1 Immunotherapeutic GSK-2241658A Vaccine,
513,VO_0011364,Cancer DNA Vaccine MIDGE/hNIS encoding hNIS protein,
514,VO_0003855,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML",807220
515,VO_0003312,pneumococcal capsular polysaccharide type 5 vaccine 0.05 MG/ML,854965
516,VO_0004653,AcHERV-sH1N1-HA,
517,VO_0003712,FLUARIX QUADRIVALENT 2018-2019 vaccine 0.5 ML Prefilled Syringe,2048966
518,VO_0005342,ChAd-triCoV/Mac,
519,VO_0001959,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D7.20),
520,VO_0000712,inactivated viral vaccine,
521,VO_0000386,attenuated Brucella abortus with deletion of znuA,
522,VO_0001941,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.21),
523,VO_0003971,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]",805376
524,VO_0000037,adenovirus vaccine,
525,VO_0003991,INFANRIX vaccine Injection,1657878
526,VO_0001974,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live & Killed Virus Vaccine (USDA: 1189.30),
527,VO_0003942,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML",1301886
528,VO_0001544,Feline Infectious Peritonitis Modified Live Virus Vaccine (USDA: 15A1.20),
529,VO_0004800,NYVAC-CSP (malaria),
530,VO_0002419,canine parvovirus vaccine-leptospira canicola icterohaemorrhagiae bacterin,
531,VO_0001903,Bovine Rhinotracheitis-Virus Diarrhea Killed Virus Vaccine-Campylobacter Fetus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 4145.20),
532,VO_0004700,rAdV-SFV-E2,
533,VO_0002389,Canine Coronavirus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract,
534,VO_0000777,P. falciparum FMP1/AS02A,
535,VO_0007559,Light-Emitting Oncolytic Vaccinia Virus GL-ONC1 Vaccine,
536,VO_0004756,HVT-ILT(FC-126 strain),
537,VO_0001811,Transmissible Gastroenteritis Modified Live Virus Vaccine (USDA: 1961.20),
538,VO_0001650,Bursal Disease Live Virus Vaccine (USDA: 1272.00),
539,VO_0005394,Synthetic MVA-based SARS-CoV-2 Vaccine COH04S1,
540,VO_0004533,IBDV DNA vaccine pCAGoptiVP2/rVP2,
541,VO_0000467,Staphylococcus aureus phage lysate vaccine,
542,VO_0003774,Flulaval Quadrivalent 2018-2019 Injectable Product,2048973
543,VO_0011405,Herpes simplex virus type 2 DNA vaccine encoding ICP27,
544,VO_0000203,Suvaxyn PCV2,
545,VO_0007652,alpha-GalCer-loaded tumor-cell vaccine,
546,VO_0007282,autologous dendritic cell vaccine (DCV),
547,VO_0011365,Cancer DNA Vaccine pSURV encoding Survivin,
548,VO_0003856,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML",1361664
549,VO_0003562,pneumococcal capsular polysaccharide type 9V vaccine 0.05 MG/ML,854975
550,VO_0004654,BV-H5/H7/H9,
551,VO_0003743,Afluria Quadrivalent 2016-2017 Formula 0.5 ML Prefilled Syringe,1858963
552,VO_0003849,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",807219
553,VO_0001960,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Killed Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D7.22),
554,VO_0010718,Inactivated Poliomyelitis Vaccine - IPV,
555,VO_0000404,Brucella abortus RB51WboA,
556,VO_0001942,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine (USDA: 1181.22),
557,VO_0003563,Pneumovax 23 Injectable Product,1182409
558,VO_0000096,"Adenovirus Type 4 and Type 7 Vaccine, Live, Oral",
559,VO_0003993,INFANRIX vaccine Prefilled Syringe,824539
560,VO_0004820,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine,798292
561,VO_0003272,0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection,1292432
562,VO_0000843,Feline leukemia virus vaccine,
563,VO_0005479,Plasmodium knowlesi vaccine,
564,VO_0002222,Canine Coronavirus Killed Virus Vaccine-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract (USDA: 46E5.21),
